Gene	sgRNA	eff
safe_31_218923_220345	safe_31_218923_220345_341	1
safe_31_218923_220345	safe_31_218923_220345_418	1
safe_31_218923_220345	safe_31_218923_220345_507	1
safe_31_218923_220345	safe_31_218923_220345_227	1
safe_31_218923_220345	safe_31_218923_220345_1029	1
safe_31_218923_220345	safe_31_218923_220345_706	1
safe_31_218923_220345	safe_31_218923_220345_63	1
safe_31_218923_220345	safe_31_218923_220345_1151	1
Phatr3_J31731	Phatr3_J31731_195	1
Phatr3_J31731	Phatr3_J31731_341	1
Phatr3_J31731	Phatr3_J31731_245	1
Phatr3_J31731	Phatr3_J31731_93	1
Phatr3_J31731	Phatr3_J31731_178	1
Phatr3_J31731	Phatr3_J31731_64	1
Phatr3_J31731	Phatr3_J31731_603	1
Phatr3_J45036	Phatr3_J45036_490	1
Phatr3_J45036	Phatr3_J45036_829	1
Phatr3_J45036	Phatr3_J45036_162	1
Phatr3_J45942	Phatr3_J45942_746	1
Phatr3_J45942	Phatr3_J45942_1053	1
Phatr3_J45942	Phatr3_J45942_154	1
Phatr3_J45942	Phatr3_J45942_459	1
Phatr3_J45942	Phatr3_J45942_242	1
Phatr3_J45942	Phatr3_J45942_605	1
Phatr3_J45942	Phatr3_J45942_548	1
Phatr3_J33199	Phatr3_J33199_371	1
Phatr3_J33199	Phatr3_J33199_394	1
Phatr3_J33199	Phatr3_J33199_436	1
Phatr3_J33199	Phatr3_J33199_559	1
Phatr3_J33199	Phatr3_J33199_464	1
Phatr3_J33199	Phatr3_J33199_711	1
Phatr3_J33199	Phatr3_J33199_794	1
Phatr3_J10251	Phatr3_J10251_854	1
Phatr3_J10251	Phatr3_J10251_921	1
Phatr3_J10251	Phatr3_J10251_301	1
Phatr3_J10251	Phatr3_J10251_475	1
Phatr3_J10251	Phatr3_J10251_1048	1
Phatr3_J10251	Phatr3_J10251_979	1
Phatr3_J10251	Phatr3_J10251_70	1
Phatr3_EG01542	Phatr3_EG01542_545	1
Phatr3_EG01542	Phatr3_EG01542_819	1
Phatr3_EG01542	Phatr3_EG01542_906	1
Phatr3_EG01542	Phatr3_EG01542_383	1
Phatr3_EG01542	Phatr3_EG01542_205	1
Phatr3_EG01542	Phatr3_EG01542_92	1
Phatr3_EG01542	Phatr3_EG01542_170	1
Phatr3_EG01608	Phatr3_EG01608_411	1
Phatr3_EG01608	Phatr3_EG01608_323	1
Phatr3_EG01608	Phatr3_EG01608_62	1
Phatr3_EG01608	Phatr3_EG01608_340	1
Phatr3_EG01608	Phatr3_EG01608_263	1
Phatr3_EG01608	Phatr3_EG01608_388	1
Phatr3_EG01608	Phatr3_EG01608_128	1
Phatr3_J43220	Phatr3_J43220_1706	1
Phatr3_J43220	Phatr3_J43220_2050	1
Phatr3_J43220	Phatr3_J43220_1851	1
Phatr3_J43220	Phatr3_J43220_2615	1
Phatr3_J43220	Phatr3_J43220_347	1
Phatr3_J43220	Phatr3_J43220_166	1
Phatr3_J43220	Phatr3_J43220_3291	1
Phatr3_EG02514	Phatr3_EG02514_499	1
Phatr3_EG02514	Phatr3_EG02514_469	1
Phatr3_EG02514	Phatr3_EG02514_533	1
Phatr3_EG02514	Phatr3_EG02514_213	1
Phatr3_EG02514	Phatr3_EG02514_404	1
Phatr3_EG02514	Phatr3_EG02514_340	1
Phatr3_EG02514	Phatr3_EG02514_335	1
Phatr3_EG02044	Phatr3_EG02044_397	1
Phatr3_EG02044	Phatr3_EG02044_485	1
Phatr3_EG02044	Phatr3_EG02044_179	1
Phatr3_EG02044	Phatr3_EG02044_216	1
Phatr3_EG02044	Phatr3_EG02044_151	1
Phatr3_EG02044	Phatr3_EG02044_244	1
Phatr3_EG02044	Phatr3_EG02044_126	1
Phatr3_J46684	Phatr3_J46684_661	1
Phatr3_J46684	Phatr3_J46684_107	1
Phatr3_J46684	Phatr3_J46684_875	1
Phatr3_J46684	Phatr3_J46684_1245	1
Phatr3_J46684	Phatr3_J46684_196	1
Phatr3_J46684	Phatr3_J46684_69	1
Phatr3_J46684	Phatr3_J46684_370	1
Phatr3_J43121	Phatr3_J43121_148	1
Phatr3_J43121	Phatr3_J43121_91	1
Phatr3_J43121	Phatr3_J43121_313	1
Phatr3_J43121	Phatr3_J43121_409	1
Phatr3_J43121	Phatr3_J43121_488	1
Phatr3_J43121	Phatr3_J43121_266	1
Phatr3_J43121	Phatr3_J43121_193	1
Phatr3_J43690	Phatr3_J43690_195	1
Phatr3_J43690	Phatr3_J43690_382	1
Phatr3_J43690	Phatr3_J43690_822	1
Phatr3_J43690	Phatr3_J43690_238	1
Phatr3_J43690	Phatr3_J43690_1174	1
Phatr3_J43690	Phatr3_J43690_505	1
Phatr3_J43690	Phatr3_J43690_584	1
Phatr3_J40228	Phatr3_J40228_435	1
Phatr3_J40228	Phatr3_J40228_128	1
Phatr3_J40228	Phatr3_J40228_154	1
Phatr3_J40228	Phatr3_J40228_360	1
Phatr3_J40228	Phatr3_J40228_193	1
Phatr3_J40228	Phatr3_J40228_59	1
Phatr3_J40228	Phatr3_J40228_82	1
Phatr3_EG01821	Phatr3_EG01821_295	1
Phatr3_EG01821	Phatr3_EG01821_55	1
Phatr3_EG01821	Phatr3_EG01821_155	1
Phatr3_EG01821	Phatr3_EG01821_243	1
Phatr3_EG01821	Phatr3_EG01821_111	1
Phatr3_EG01821	Phatr3_EG01821_73	1
Phatr3_EG01821	Phatr3_EG01821_116	1
Phatr3_J37681	Phatr3_J37681_330	1
Phatr3_J37681	Phatr3_J37681_169	1
Phatr3_J37681	Phatr3_J37681_875	1
Phatr3_J37681	Phatr3_J37681_802	1
Phatr3_J37681	Phatr3_J37681_188	1
Phatr3_J37681	Phatr3_J37681_409	1
Phatr3_J37681	Phatr3_J37681_266	1
Phatr3_J49625	Phatr3_J49625_190	1
Phatr3_J49625	Phatr3_J49625_232	1
Phatr3_J49625	Phatr3_J49625_127	1
Phatr3_J49625	Phatr3_J49625_100	1
Phatr3_J49625	Phatr3_J49625_346	1
Phatr3_J49625	Phatr3_J49625_394	1
Phatr3_J49625	Phatr3_J49625_439	1
Phatr3_J47703	Phatr3_J47703_686	1
Phatr3_J47703	Phatr3_J47703_600	1
Phatr3_J47703	Phatr3_J47703_574	1
Phatr3_J47703	Phatr3_J47703_391	1
Phatr3_J47703	Phatr3_J47703_670	1
Phatr3_J47703	Phatr3_J47703_485	1
Phatr3_J47703	Phatr3_J47703_91	1
Phatr3_J43748	Phatr3_J43748_51	1
Phatr3_J43748	Phatr3_J43748_566	1
Phatr3_J43748	Phatr3_J43748_202	1
Phatr3_J43748	Phatr3_J43748_703	1
Phatr3_J43748	Phatr3_J43748_351	1
Phatr3_J43748	Phatr3_J43748_512	1
Phatr3_J43748	Phatr3_J43748_91	1
Phatr3_J54105	Phatr3_J54105_229	1
Phatr3_J54105	Phatr3_J54105_488	1
Phatr3_J54105	Phatr3_J54105_337	1
Phatr3_J54105	Phatr3_J54105_241	1
Phatr3_J54105	Phatr3_J54105_196	1
Phatr3_J54105	Phatr3_J54105_151	1
Phatr3_J54105	Phatr3_J54105_461	1
Phatr3_J54956	Phatr3_J54956_121	1
Phatr3_J54956	Phatr3_J54956_171	1
Phatr3_J54956	Phatr3_J54956_425	1
Phatr3_J54956	Phatr3_J54956_85	1
Phatr3_J54956	Phatr3_J54956_164	1
Phatr3_J54956	Phatr3_J54956_63	1
Phatr3_J54956	Phatr3_J54956_107	1
Phatr3_EG00632	Phatr3_EG00632_76	1
Phatr3_EG00632	Phatr3_EG00632_115	1
Phatr3_EG00632	Phatr3_EG00632_400	1
Phatr3_EG00632	Phatr3_EG00632_660	1
Phatr3_EG00632	Phatr3_EG00632_285	1
Phatr3_EG00632	Phatr3_EG00632_666	1
Phatr3_EG00632	Phatr3_EG00632_549	1
Phatr3_J46616	Phatr3_J46616_513	1
Phatr3_J46616	Phatr3_J46616_79	1
Phatr3_J46616	Phatr3_J46616_215	1
Phatr3_J46616	Phatr3_J46616_252	1
Phatr3_J46616	Phatr3_J46616_583	1
Phatr3_J46616	Phatr3_J46616_280	1
Phatr3_J46616	Phatr3_J46616_365	1
Phatr3_EG02507	Phatr3_EG02507_251	1
Phatr3_EG02507	Phatr3_EG02507_142	1
Phatr3_EG02507	Phatr3_EG02507_149	1
Phatr3_EG02507	Phatr3_EG02507_278	1
Phatr3_EG02507	Phatr3_EG02507_591	1
Phatr3_EG02507	Phatr3_EG02507_244	1
Phatr3_EG02507	Phatr3_EG02507_381	1
Phatr3_J47019	Phatr3_J47019_163	1
Phatr3_J47019	Phatr3_J47019_103	1
Phatr3_J47019	Phatr3_J47019_1168	1
Phatr3_J47019	Phatr3_J47019_94	1
Phatr3_J47019	Phatr3_J47019_466	1
Phatr3_J47019	Phatr3_J47019_721	1
Phatr3_J47019	Phatr3_J47019_825	1
Phatr3_J46707	Phatr3_J46707_60	1
Phatr3_J46707	Phatr3_J46707_146	1
Phatr3_J46707	Phatr3_J46707_244	1
Phatr3_J46707	Phatr3_J46707_410	1
Phatr3_J46707	Phatr3_J46707_203	1
Phatr3_J46707	Phatr3_J46707_84	1
Phatr3_J46707	Phatr3_J46707_347	1
Phatr3_EG01288	Phatr3_EG01288_130	1
Phatr3_EG01288	Phatr3_EG01288_203	1
Phatr3_EG01288	Phatr3_EG01288_74	1
Phatr3_EG01288	Phatr3_EG01288_145	1
Phatr3_J55080	Phatr3_J55080_822	1
Phatr3_J55080	Phatr3_J55080_897	1
Phatr3_J55080	Phatr3_J55080_667	1
Phatr3_J55080	Phatr3_J55080_272	1
Phatr3_J55080	Phatr3_J55080_343	1
Phatr3_J55080	Phatr3_J55080_736	1
Phatr3_J55080	Phatr3_J55080_121	1
Phatr3_EG01347	Phatr3_EG01347_104	1
Phatr3_EG01347	Phatr3_EG01347_297	1
Phatr3_EG01347	Phatr3_EG01347_243	1
Phatr3_EG01347	Phatr3_EG01347_171	1
Phatr3_EG01347	Phatr3_EG01347_201	1
Phatr3_EG01347	Phatr3_EG01347_98	1
Phatr3_EG01347	Phatr3_EG01347_277	1
Phatr3_J30786	Phatr3_J30786_261	1
Phatr3_J30786	Phatr3_J30786_54	1
Phatr3_J30786	Phatr3_J30786_98	1
Phatr3_J30786	Phatr3_J30786_140	1
Phatr3_J30786	Phatr3_J30786_504	1
Phatr3_J30786	Phatr3_J30786_334	1
Phatr3_J30786	Phatr3_J30786_218	1
Phatr3_J14915	Phatr3_J14915_71	1
Phatr3_J14915	Phatr3_J14915_181	1
Phatr3_J14915	Phatr3_J14915_104	1
Phatr3_J14915	Phatr3_J14915_363	1
Phatr3_J14915	Phatr3_J14915_469	1
Phatr3_J14915	Phatr3_J14915_281	1
Phatr3_J14915	Phatr3_J14915_382	1
Phatr3_EG01690	Phatr3_EG01690_237	1
Phatr3_EG01690	Phatr3_EG01690_409	1
Phatr3_EG01690	Phatr3_EG01690_49	1
Phatr3_EG01690	Phatr3_EG01690_102	1
Phatr3_EG01690	Phatr3_EG01690_129	1
Phatr3_EG01690	Phatr3_EG01690_669	1
Phatr3_EG01690	Phatr3_EG01690_852	1
Phatr3_EG00874	Phatr3_EG00874_435	1
Phatr3_EG00874	Phatr3_EG00874_389	1
Phatr3_J46865	Phatr3_J46865_215	1
Phatr3_J46865	Phatr3_J46865_424	1
Phatr3_J46865	Phatr3_J46865_91	1
Phatr3_J46865	Phatr3_J46865_139	1
Phatr3_J46865	Phatr3_J46865_272	1
Phatr3_J46865	Phatr3_J46865_253	1
Phatr3_J46865	Phatr3_J46865_357	1
Phatr3_EG02020	Phatr3_EG02020_286	1
Phatr3_EG02020	Phatr3_EG02020_444	1
Phatr3_EG02020	Phatr3_EG02020_492	1
Phatr3_EG02020	Phatr3_EG02020_54	1
Phatr3_EG02020	Phatr3_EG02020_262	1
Phatr3_EG02020	Phatr3_EG02020_301	1
Phatr3_EG02020	Phatr3_EG02020_379	1
Phatr3_J45679	Phatr3_J45679_673	1
Phatr3_J45679	Phatr3_J45679_631	1
Phatr3_J45679	Phatr3_J45679_514	1
Phatr3_J45679	Phatr3_J45679_603	1
Phatr3_J45679	Phatr3_J45679_281	1
Phatr3_J45679	Phatr3_J45679_110	1
Phatr3_J45679	Phatr3_J45679_652	1
Phatr3_J43562	Phatr3_J43562_236	1
Phatr3_J43562	Phatr3_J43562_283	1
Phatr3_J43562	Phatr3_J43562_378	1
Phatr3_J43562	Phatr3_J43562_72	1
Phatr3_J43562	Phatr3_J43562_139	1
Phatr3_J43562	Phatr3_J43562_196	1
Phatr3_J43562	Phatr3_J43562_115	1
Phatr3_J44204	Phatr3_J44204_127	1
Phatr3_J44204	Phatr3_J44204_304	1
Phatr3_J44204	Phatr3_J44204_255	1
Phatr3_J44204	Phatr3_J44204_536	1
Phatr3_J44204	Phatr3_J44204_376	1
Phatr3_J44204	Phatr3_J44204_425	1
Phatr3_J44204	Phatr3_J44204_501	1
Phatr3_J2087	Phatr3_J2087_269	1
Phatr3_J2087	Phatr3_J2087_162	1
Phatr3_J2087	Phatr3_J2087_728	1
Phatr3_J2087	Phatr3_J2087_68	1
Phatr3_J2087	Phatr3_J2087_183	1
Phatr3_J2087	Phatr3_J2087_403	1
Phatr3_J2087	Phatr3_J2087_235	1
safe_32_135156_135342	safe_32_135156_135342_181	1
safe_32_135156_135342	safe_32_135156_135342_28	1
safe_32_135156_135342	safe_32_135156_135342_23	1
safe_32_135156_135342	safe_32_135156_135342_42	1
safe_32_135156_135342	safe_32_135156_135342_162	1
safe_32_135156_135342	safe_32_135156_135342_107	1
Phatr3_J43435	Phatr3_J43435_1188	1
Phatr3_J43435	Phatr3_J43435_526	1
Phatr3_J43435	Phatr3_J43435_751	1
Phatr3_J43435	Phatr3_J43435_874	1
Phatr3_J43435	Phatr3_J43435_706	1
Phatr3_J43435	Phatr3_J43435_850	1
Phatr3_J43435	Phatr3_J43435_908	1
Phatr3_J48085	Phatr3_J48085_442	1
Phatr3_J48085	Phatr3_J48085_160	1
Phatr3_J48085	Phatr3_J48085_263	1
Phatr3_J48085	Phatr3_J48085_445	1
Phatr3_J48085	Phatr3_J48085_376	1
Phatr3_J48085	Phatr3_J48085_667	1
Phatr3_J48085	Phatr3_J48085_115	1
Phatr3_J14805	Phatr3_J14805_425	1
Phatr3_J14805	Phatr3_J14805_395	1
Phatr3_J14805	Phatr3_J14805_278	1
Phatr3_J14805	Phatr3_J14805_429	1
Phatr3_J14805	Phatr3_J14805_295	1
Phatr3_J14805	Phatr3_J14805_264	1
Phatr3_J14805	Phatr3_J14805_392	1
Phatr3_EG02237	Phatr3_EG02237_531	1
Phatr3_EG02237	Phatr3_EG02237_1039	1
Phatr3_EG02237	Phatr3_EG02237_245	1
Phatr3_EG02237	Phatr3_EG02237_576	1
Phatr3_EG02237	Phatr3_EG02237_929	1
Phatr3_EG02237	Phatr3_EG02237_444	1
Phatr3_EG02237	Phatr3_EG02237_1529	1
Phatr3_J11401	Phatr3_J11401_910	1
Phatr3_J11401	Phatr3_J11401_1330	1
Phatr3_J11401	Phatr3_J11401_1768	1
Phatr3_J11401	Phatr3_J11401_825	1
Phatr3_J11401	Phatr3_J11401_1257	1
Phatr3_J11401	Phatr3_J11401_2062	1
Phatr3_J11401	Phatr3_J11401_2242	1
Phatr3_J39744	Phatr3_J39744_127	1
Phatr3_J39744	Phatr3_J39744_175	1
Phatr3_J39744	Phatr3_J39744_298	1
Phatr3_J39744	Phatr3_J39744_76	1
Phatr3_J39744	Phatr3_J39744_210	1
Phatr3_J39744	Phatr3_J39744_265	1
Phatr3_J39744	Phatr3_J39744_203	1
Phatr3_EG01438	Phatr3_EG01438_59	1
Phatr3_EG01438	Phatr3_EG01438_227	1
Phatr3_EG01438	Phatr3_EG01438_119	1
Phatr3_J45307	Phatr3_J45307_348	1
Phatr3_J45307	Phatr3_J45307_79	1
Phatr3_J45307	Phatr3_J45307_309	1
Phatr3_J45307	Phatr3_J45307_119	1
Phatr3_J45307	Phatr3_J45307_59	1
Phatr3_J45307	Phatr3_J45307_261	1
Phatr3_J45307	Phatr3_J45307_184	1
Phatr3_J32294	Phatr3_J32294_257	1
Phatr3_J32294	Phatr3_J32294_158	1
Phatr3_J32294	Phatr3_J32294_316	1
Phatr3_J32294	Phatr3_J32294_73	1
Phatr3_J32294	Phatr3_J32294_281	1
Phatr3_J32294	Phatr3_J32294_236	1
Phatr3_J32294	Phatr3_J32294_496	1
Phatr3_EG01161	Phatr3_EG01161_425	1
Phatr3_EG01161	Phatr3_EG01161_61	1
Phatr3_EG01161	Phatr3_EG01161_107	1
Phatr3_EG01161	Phatr3_EG01161_121	1
Phatr3_EG01161	Phatr3_EG01161_304	1
Phatr3_EG01161	Phatr3_EG01161_329	1
Phatr3_EG01161	Phatr3_EG01161_188	1
Phatr3_J47790	Phatr3_J47790_263	1
Phatr3_J47790	Phatr3_J47790_282	1
Phatr3_J47790	Phatr3_J47790_123	1
Phatr3_J47790	Phatr3_J47790_401	1
Phatr3_J47790	Phatr3_J47790_156	1
Phatr3_J47790	Phatr3_J47790_313	1
Phatr3_J47790	Phatr3_J47790_212	1
Phatr3_J5873	Phatr3_J5873_135	1
Phatr3_J5873	Phatr3_J5873_380	1
Phatr3_J5873	Phatr3_J5873_335	1
Phatr3_J5873	Phatr3_J5873_166	1
Phatr3_J5873	Phatr3_J5873_194	1
Phatr3_J5873	Phatr3_J5873_223	1
Phatr3_J5873	Phatr3_J5873_58	1
Phatr3_EG02176	Phatr3_EG02176_368	1
Phatr3_EG02176	Phatr3_EG02176_991	1
Phatr3_EG02176	Phatr3_EG02176_2252	1
Phatr3_EG02176	Phatr3_EG02176_175	1
Phatr3_EG02176	Phatr3_EG02176_376	1
Phatr3_EG02176	Phatr3_EG02176_1598	1
Phatr3_EG02176	Phatr3_EG02176_1824	1
Phatr3_J34233	Phatr3_J34233_291	1
Phatr3_J34233	Phatr3_J34233_115	1
Phatr3_J34233	Phatr3_J34233_496	1
Phatr3_J34233	Phatr3_J34233_658	1
Phatr3_J34233	Phatr3_J34233_542	1
Phatr3_J34233	Phatr3_J34233_72	1
Phatr3_J34233	Phatr3_J34233_474	1
Phatr3_J48642	Phatr3_J48642_1038	1
Phatr3_J48642	Phatr3_J48642_1336	1
Phatr3_J48642	Phatr3_J48642_151	1
Phatr3_J48642	Phatr3_J48642_257	1
Phatr3_J48642	Phatr3_J48642_1115	1
Phatr3_J48642	Phatr3_J48642_682	1
Phatr3_J48642	Phatr3_J48642_385	1
Phatr3_J45308	Phatr3_J45308_917	1
Phatr3_J45308	Phatr3_J45308_106	1
Phatr3_J45308	Phatr3_J45308_314	1
Phatr3_J45308	Phatr3_J45308_989	1
Phatr3_J45308	Phatr3_J45308_242	1
Phatr3_J45308	Phatr3_J45308_737	1
Phatr3_J45308	Phatr3_J45308_513	1
Phatr3_J35589	Phatr3_J35589_279	1
Phatr3_J35589	Phatr3_J35589_135	1
Phatr3_J35589	Phatr3_J35589_337	1
Phatr3_J35589	Phatr3_J35589_160	1
Phatr3_J35589	Phatr3_J35589_652	1
Phatr3_J35589	Phatr3_J35589_696	1
Phatr3_J35589	Phatr3_J35589_413	1
Phatr3_J9475	Phatr3_J9475_435	1
Phatr3_J9475	Phatr3_J9475_215	1
Phatr3_J9475	Phatr3_J9475_573	1
Phatr3_J9475	Phatr3_J9475_838	1
Phatr3_J9475	Phatr3_J9475_597	1
Phatr3_J9475	Phatr3_J9475_379	1
Phatr3_J9475	Phatr3_J9475_351	1
Phatr3_J36844	Phatr3_J36844_463	1
Phatr3_J36844	Phatr3_J36844_583	1
Phatr3_J36844	Phatr3_J36844_442	1
Phatr3_J36844	Phatr3_J36844_337	1
Phatr3_J36844	Phatr3_J36844_502	1
Phatr3_J36844	Phatr3_J36844_721	1
Phatr3_J36844	Phatr3_J36844_523	1
Phatr3_J51848	Phatr3_J51848_658	1
Phatr3_J51848	Phatr3_J51848_990	1
Phatr3_J51848	Phatr3_J51848_304	1
Phatr3_J51848	Phatr3_J51848_197	1
Phatr3_J51848	Phatr3_J51848_105	1
Phatr3_J51848	Phatr3_J51848_134	1
Phatr3_J51848	Phatr3_J51848_145	1
safe_bd_24x34_9219_9337	safe_bd_24x34_9219_9337_56	1
Phatr3_J43211	Phatr3_J43211_670	1
Phatr3_J43211	Phatr3_J43211_334	1
Phatr3_J43211	Phatr3_J43211_442	1
Phatr3_J43211	Phatr3_J43211_556	1
Phatr3_J43211	Phatr3_J43211_757	1
Phatr3_J43211	Phatr3_J43211_255	1
Phatr3_J43211	Phatr3_J43211_966	1
Phatr3_J36720	Phatr3_J36720_65	1
Phatr3_J36720	Phatr3_J36720_666	1
Phatr3_J36720	Phatr3_J36720_412	1
Phatr3_J36720	Phatr3_J36720_304	1
Phatr3_J36720	Phatr3_J36720_804	1
Phatr3_J36720	Phatr3_J36720_866	1
Phatr3_J36720	Phatr3_J36720_119	1
Phatr3_J50401	Phatr3_J50401_166	1
Phatr3_J50401	Phatr3_J50401_860	1
Phatr3_J50401	Phatr3_J50401_945	1
Phatr3_J50401	Phatr3_J50401_649	1
Phatr3_J50401	Phatr3_J50401_320	1
Phatr3_J50401	Phatr3_J50401_220	1
Phatr3_J50401	Phatr3_J50401_1155	1
Phatr3_J12416	Phatr3_J12416_250	1
Phatr3_J12416	Phatr3_J12416_304	1
Phatr3_J12416	Phatr3_J12416_445	1
Phatr3_J12416	Phatr3_J12416_284	1
Phatr3_J12416	Phatr3_J12416_94	1
Phatr3_J12416	Phatr3_J12416_628	1
Phatr3_J12416	Phatr3_J12416_508	1
Phatr3_J36743	Phatr3_J36743_367	1
Phatr3_J36743	Phatr3_J36743_277	1
Phatr3_J36743	Phatr3_J36743_203	1
Phatr3_J36743	Phatr3_J36743_224	1
Phatr3_J36743	Phatr3_J36743_247	1
Phatr3_J36743	Phatr3_J36743_300	1
Phatr3_J36743	Phatr3_J36743_181	1
Phatr3_J34894	Phatr3_J34894_145	1
Phatr3_J34894	Phatr3_J34894_200	1
Phatr3_J34894	Phatr3_J34894_221	1
Phatr3_J34894	Phatr3_J34894_85	1
Phatr3_J34894	Phatr3_J34894_346	1
Phatr3_J34894	Phatr3_J34894_120	1
Phatr3_J34894	Phatr3_J34894_294	1
Phatr3_J47406	Phatr3_J47406_473	1
Phatr3_J47406	Phatr3_J47406_300	1
Phatr3_J47406	Phatr3_J47406_67	1
Phatr3_J47406	Phatr3_J47406_494	1
Phatr3_J47406	Phatr3_J47406_743	1
Phatr3_J47406	Phatr3_J47406_406	1
Phatr3_J47406	Phatr3_J47406_380	1
Phatr3_J10104	Phatr3_J10104_464	1
Phatr3_J10104	Phatr3_J10104_362	1
Phatr3_J10104	Phatr3_J10104_617	1
Phatr3_J10104	Phatr3_J10104_658	1
Phatr3_J10104	Phatr3_J10104_393	1
Phatr3_J10104	Phatr3_J10104_258	1
Phatr3_J10104	Phatr3_J10104_213	1
Phatr3_J11192	Phatr3_J11192_509	1
Phatr3_J11192	Phatr3_J11192_502	1
Phatr3_J11192	Phatr3_J11192_380	1
Phatr3_J11192	Phatr3_J11192_179	1
Phatr3_J11192	Phatr3_J11192_104	1
Phatr3_J11192	Phatr3_J11192_203	1
Phatr3_J11192	Phatr3_J11192_450	1
Phatr3_J47389	Phatr3_J47389_549	1
Phatr3_J47389	Phatr3_J47389_269	1
Phatr3_J47389	Phatr3_J47389_718	1
Phatr3_J47389	Phatr3_J47389_126	1
Phatr3_J47389	Phatr3_J47389_459	1
Phatr3_J47389	Phatr3_J47389_594	1
Phatr3_J47389	Phatr3_J47389_622	1
Phatr3_EG00589	Phatr3_EG00589_328	1
Phatr3_EG00589	Phatr3_EG00589_260	1
Phatr3_EG00589	Phatr3_EG00589_404	1
Phatr3_EG00589	Phatr3_EG00589_218	1
Phatr3_EG00589	Phatr3_EG00589_68	1
Phatr3_EG00589	Phatr3_EG00589_96	1
Phatr3_EG00589	Phatr3_EG00589_343	1
Phatr3_J47797	Phatr3_J47797_297	1
Phatr3_J47797	Phatr3_J47797_272	1
Phatr3_J47797	Phatr3_J47797_325	1
Phatr3_J47797	Phatr3_J47797_751	1
Phatr3_J47797	Phatr3_J47797_442	1
Phatr3_J47797	Phatr3_J47797_145	1
Phatr3_J47797	Phatr3_J47797_580	1
Phatr3_J47828	Phatr3_J47828_564	1
Phatr3_J47828	Phatr3_J47828_605	1
Phatr3_J47828	Phatr3_J47828_540	1
Phatr3_J47828	Phatr3_J47828_77	1
Phatr3_J47828	Phatr3_J47828_476	1
Phatr3_J47828	Phatr3_J47828_130	1
Phatr3_J47828	Phatr3_J47828_488	1
Phatr3_EG00078	Phatr3_EG00078_108	1
Phatr3_EG00078	Phatr3_EG00078_884	1
Phatr3_EG00078	Phatr3_EG00078_989	1
Phatr3_EG00078	Phatr3_EG00078_83	1
Phatr3_EG00078	Phatr3_EG00078_95	1
Phatr3_EG00078	Phatr3_EG00078_74	1
Phatr3_EG00078	Phatr3_EG00078_1030	1
Phatr3_J42645	Phatr3_J42645_132	1
Phatr3_J42645	Phatr3_J42645_286	1
Phatr3_J42645	Phatr3_J42645_373	1
Phatr3_J42645	Phatr3_J42645_331	1
Phatr3_J42645	Phatr3_J42645_127	1
Phatr3_J42645	Phatr3_J42645_437	1
Phatr3_J42645	Phatr3_J42645_262	1
Phatr3_EG01875	Phatr3_EG01875_305	1
Phatr3_EG01875	Phatr3_EG01875_276	1
Phatr3_EG01875	Phatr3_EG01875_357	1
Phatr3_EG01875	Phatr3_EG01875_411	1
Phatr3_EG01875	Phatr3_EG01875_377	1
Phatr3_EG01875	Phatr3_EG01875_96	1
Phatr3_EG01875	Phatr3_EG01875_172	1
safe_24_81521_81885	safe_24_81521_81885_253	1
safe_24_81521_81885	safe_24_81521_81885_4	1
safe_24_81521_81885	safe_24_81521_81885_64	1
safe_24_81521_81885	safe_24_81521_81885_218	1
safe_24_81521_81885	safe_24_81521_81885_42	1
safe_24_81521_81885	safe_24_81521_81885_52	1
Phatr3_J49571	Phatr3_J49571_1532	1
Phatr3_J49571	Phatr3_J49571_369	1
Phatr3_J49571	Phatr3_J49571_830	1
Phatr3_J49571	Phatr3_J49571_585	1
Phatr3_J49571	Phatr3_J49571_154	1
Phatr3_J49571	Phatr3_J49571_469	1
Phatr3_J49571	Phatr3_J49571_940	1
Phatr3_J48391	Phatr3_J48391_155	1
Phatr3_J48391	Phatr3_J48391_146	1
Phatr3_J48391	Phatr3_J48391_270	1
Phatr3_J48391	Phatr3_J48391_205	1
Phatr3_J48391	Phatr3_J48391_94	1
Phatr3_J48391	Phatr3_J48391_458	1
Phatr3_J48391	Phatr3_J48391_316	1
Phatr3_Jdraft1293	Phatr3_Jdraft1293_1304	1
Phatr3_Jdraft1293	Phatr3_Jdraft1293_2525	1
Phatr3_Jdraft1293	Phatr3_Jdraft1293_1032	1
Phatr3_EG00426	Phatr3_EG00426_147	1
Phatr3_EG00426	Phatr3_EG00426_220	1
Phatr3_EG00426	Phatr3_EG00426_156	1
Phatr3_EG00426	Phatr3_EG00426_82	1
Phatr3_EG00426	Phatr3_EG00426_48	1
Phatr3_EG00426	Phatr3_EG00426_142	1
Phatr3_EG00426	Phatr3_EG00426_208	1
Phatr3_J40282	Phatr3_J40282_65	1
Phatr3_J40282	Phatr3_J40282_611	1
Phatr3_J40282	Phatr3_J40282_499	1
Phatr3_J40282	Phatr3_J40282_371	1
Phatr3_J40282	Phatr3_J40282_586	1
Phatr3_J40282	Phatr3_J40282_642	1
Phatr3_J40282	Phatr3_J40282_699	1
Phatr3_J49889	Phatr3_J49889_869	1
Phatr3_J49889	Phatr3_J49889_77	1
Phatr3_J49889	Phatr3_J49889_505	1
Phatr3_J49889	Phatr3_J49889_166	1
Phatr3_J49889	Phatr3_J49889_86	1
Phatr3_J49889	Phatr3_J49889_391	1
