Gene	sgRNA	t1_NH4_growth|beta	t1_NH4_growth|z	t1_NH4_growth|p-value	t1_NH4_growth|fdr	t1_NH4_growth|wald-p-value	t1_NH4_growth|wald-fdr	t2_N_stress|beta	t2_N_stress|z	t2_N_stress|p-value	t2_N_stress|fdr	t2_N_stress|wald-p-value	t2_N_stress|wald-fdr	t3_NH4_recovery|beta	t3_NH4_recovery|z	t3_NH4_recovery|p-value	t3_NH4_recovery|fdr	t3_NH4_recovery|wald-p-value	t3_NH4_recovery|wald-fdr	t3_NO3_recovery|beta	t3_NO3_recovery|z	t3_NO3_recovery|p-value	t3_NO3_recovery|fdr	t3_NO3_recovery|wald-p-value	t3_NO3_recovery|wald-fdr
Phatr3_EG01550	7	-0.00023059	-0.0014666	0.8902	0.98963	0.99883	1	-0.010574	-0.086153	0.62701	0.94436	0.93134	1	0.076229	0.612	0.57432	0.9094	0.54054	0.68681	0.18256	1.4749	0.71652	0.94387	0.14025	0.25546
Phatr3_J49328	7	-0.1691	-0.72803	0.003778	0.23958	0.46659	1	-0.10187	-0.53439	0.21249	0.79221	0.59307	1	0.39065	1.9492	0.58654	0.91333	0.051267	0.19819	0.21355	1.056	0.79149	0.96071	0.29095	0.42304
Phatr3_J39429	7	-0.015286	-0.05192	0.70296	0.95869	0.95859	1	0.032019	0.13476	0.88577	0.987	0.8928	1	0.41786	1.6922	0.51924	0.89633	0.090599	0.24111	0.50244	2.0411	0.47054	0.87197	0.041244	0.12287
Phatr3_J46712	7	-0.050475	-0.24882	0.33997	0.88326	0.8035	1	-0.19955	-1.1475	0.036994	0.64541	0.2512	1	0.34776	1.849	0.70232	0.94366	0.064452	0.21052	0.36411	1.931	0.81443	0.96438	0.053482	0.14004
Phatr3_J33773	7	-0.041584	-0.17713	0.41894	0.9071	0.85941	1	-0.13274	-0.6989	0.13052	0.7409	0.48462	1	0.31173	1.5609	0.8001	0.9671	0.11856	0.27207	0.17249	0.85739	0.69161	0.93665	0.39123	0.52286
Phatr3_EG01360	7	-0.10399	-0.50966	0.063022	0.65634	0.61029	1	0.1279	0.78307	0.55207	0.92869	0.43359	1	0.13774	0.8168	0.7216	0.94555	0.41404	0.57951	0.29619	1.7671	0.9948	0.99872	0.077216	0.17248
Phatr3_J37572	7	-0.15815	-0.76109	0.0058843	0.31004	0.4466	1	0.0069022	0.041286	0.72889	0.95629	0.96707	1	0.37601	2.1508	0.62523	0.92192	0.031493	0.18016	0.31831	1.814	0.93706	0.99028	0.069682	0.16219
Phatr3_J45863	7	-0.038124	-0.16049	0.45257	0.9071	0.87249	1	0.012437	0.065489	0.76207	0.96364	0.94778	1	0.16226	0.82885	0.78532	0.96207	0.40719	0.5732	0.18919	0.97111	0.73208	0.94872	0.33149	0.46555
Phatr3_EG01935	7	0.038499	0.16711	0.64504	0.94655	0.86728	1	-0.069988	-0.37465	0.32733	0.85027	0.70792	1	0.39957	2.0502	0.56448	0.9094	0.040343	0.18768	0.4445	2.2846	0.60791	0.91674	0.022336	0.095607
Phatr3_EG01444	2	-0.16076	-0.40782	0.091993	0.7037	0.68341	1	-0.17223	-0.55967	0.32544	0.84902	0.5757	1	-0.61874	-1.9665	0.21376	0.74473	0.049236	0.19677	-0.63605	-2.0366	0.23527	0.76115	0.041685	0.12359
Phatr3_EG01411	7	-0.069594	-0.27178	0.20196	0.80906	0.78579	1	0.15736	0.76921	0.41471	0.88222	0.44177	1	0.3089	1.461	0.80831	0.97	0.14402	0.30008	0.36751	1.743	0.80573	0.96318	0.081331	0.17828
Phatr3_EG02095	7	0.029904	0.073842	0.74259	0.96562	0.94114	1	0.30606	0.91432	0.060164	0.65573	0.36055	1	0.6086	1.7323	0.16505	0.69799	0.083219	0.23224	0.56802	1.6038	0.33693	0.8176	0.10875	0.21494
Phatr3_J47713	7	0.016088	0.086289	0.90844	0.99213	0.93124	1	0.070601	0.47639	0.87223	0.98475	0.6338	1	0.23955	1.5667	0.99621	0.99837	0.11719	0.27103	0.34258	2.2491	0.87218	0.98007	0.024505	0.098721
Phatr3_J13326	7	-0.14363	-0.57677	0.011819	0.404	0.56409	1	-0.14576	-0.7308	0.10346	0.72049	0.4649	1	-0.35177	-1.7036	0.05774	0.56593	0.088456	0.23871	-0.20505	-1.0014	0.13058	0.65801	0.31665	0.44987
Phatr3_EG01775	7	-0.023596	-0.10018	0.60577	0.9361	0.9202	1	-0.063239	-0.3367	0.35727	0.85887	0.73634	1	0.22051	1.1439	0.94315	0.98833	0.25268	0.41621	0.48541	2.5374	0.50904	0.88324	0.011169	0.077645
Phatr3_EG01429	7	-0.046453	-0.18943	0.37391	0.89196	0.84976	1	-0.014531	-0.072085	0.60436	0.93914	0.94253	1	0.61672	2.9397	0.15496	0.68769	0.003285	0.092161	0.68885	3.29	0.15811	0.69595	0.0010019	0.031074
Phatr3_J32902	7	0.081969	0.25111	0.28159	0.86208	0.80173	1	0.00010482	0.00040841	0.68902	0.95165	0.99967	1	0.62286	2.3898	0.14788	0.68072	0.016859	0.16552	0.50577	1.9424	0.46319	0.86928	0.052094	0.13834
Phatr3_J49084	7	0.055201	0.21988	0.4786	0.9099	0.82597	1	0.11298	0.55062	0.62835	0.94436	0.5819	1	0.4824	2.2305	0.37327	0.84772	0.025714	0.17407	0.3903	1.7852	0.74402	0.95244	0.074235	0.16827
Phatr3_J34584	7	0.02512	0.16519	0.79783	0.97733	0.8688	1	-0.027794	-0.2336	0.52974	0.92181	0.8153	1	-0.22221	-1.83	0.13044	0.66852	0.067255	0.21287	0.004807	0.0399	0.35904	0.82969	0.96817	0.98723
Phatr3_EG02328	7	0.012789	0.068213	0.94733	0.99577	0.94562	1	-0.13048	-0.88043	0.13592	0.74222	0.37863	1	-0.57379	-3.7676	0.010849	0.33048	0.00016484	0.014087	-0.66163	-4.3766	0.0072718	0.26205	1.2053e-05	0.0012432
Phatr3_J18404	7	0.045935	0.20077	0.56765	0.93372	0.84088	1	0.24754	1.3728	0.14079	0.75013	0.16981	1	0.27483	1.4866	0.90343	0.98653	0.13712	0.29266	0.2649	1.4334	0.92275	0.9901	0.15175	0.26924
Phatr3_J1947	7	0.033703	0.074453	0.69814	0.95741	0.94065	1	0.30974	0.85555	0.056687	0.65573	0.39225	1	0.60041	1.6196	0.17503	0.71088	0.10531	0.25789	0.70216	1.9006	0.14363	0.67594	0.05735	0.14513
Phatr3_J32129	7	-0.012482	-0.042395	0.73736	0.96396	0.96618	1	0.11641	0.48727	0.61068	0.9414	0.62606	1	0.47321	1.9159	0.39253	0.85494	0.055382	0.20209	0.52998	2.1503	0.41053	0.85023	0.031531	0.10923
Phatr3_J44272	7	0.07972	0.18563	0.29585	0.8705	0.85274	1	0.20275	0.60167	0.2499	0.80937	0.5474	1	0.63708	1.8677	0.13215	0.6694	0.061804	0.20758	0.63881	1.8752	0.22115	0.75157	0.06076	0.1505
Phatr3_J19030	7	-0.056495	-0.29843	0.29124	0.86741	0.76538	1	-0.062615	-0.41524	0.35988	0.85983	0.67797	1	-0.23146	-1.4587	0.1233	0.66196	0.14464	0.30083	-0.16042	-1.0155	0.16436	0.70329	0.30987	0.44214
Phatr3_J44412	7	-0.042446	-0.19873	0.4101	0.90342	0.84248	1	-0.030679	-0.17953	0.51439	0.92084	0.85752	1	-0.20911	-1.1633	0.14087	0.67339	0.24469	0.4085	-0.060522	-0.33909	0.26862	0.78081	0.73454	0.82085
Phatr3_J13789	7	-0.14227	-0.64943	0.012839	0.41833	0.51606	1	-0.078561	-0.45581	0.29333	0.83517	0.64852	1	-0.087412	-0.49641	0.27566	0.79571	0.61961	0.75022	-0.13612	-0.7776	0.18506	0.71718	0.4368	0.56645
Phatr3_J50440	7	-0.13024	-0.52245	0.022083	0.51781	0.60135	1	-0.29554	-1.4612	0.0031428	0.21609	0.14395	1	-0.14512	-0.68911	0.20296	0.74077	0.49075	0.64549	0.10089	0.48362	0.53519	0.89421	0.62865	0.73766
Phatr3_EG01540	7	0.06222	0.17412	0.42031	0.9071	0.86177	1	0.092002	0.31917	0.745	0.95831	0.7496	1	0.59189	1.9831	0.18592	0.72174	0.047353	0.19409	0.44191	1.4695	0.61396	0.91763	0.14169	0.25705
Phatr3_J4014	7	-0.031567	-0.16144	0.51966	0.91619	0.87175	1	0.019672	0.12692	0.80705	0.97142	0.89901	1	0.088017	0.55538	0.6015	0.91755	0.57863	0.71694	0.19068	1.2106	0.73554	0.94964	0.22606	0.35262
Phatr3_J13890	7	0.0033721	0.016944	0.93699	0.99412	0.98648	1	-0.23769	-1.5252	0.015162	0.49674	0.12721	1	-0.45172	-2.8471	0.027666	0.44832	0.0044122	0.10514	-0.36737	-2.3354	0.051588	0.52941	0.019521	0.091519
Phatr3_EG02283	7	0.038696	0.15859	0.64241	0.94618	0.87399	1	0.17433	0.9139	0.34731	0.85348	0.36077	1	0.37911	1.9576	0.61675	0.92003	0.050282	0.19806	0.24472	1.2645	0.87008	0.97953	0.20605	0.33094
Phatr3_J13944	7	-0.013116	-0.066117	0.72984	0.96378	0.94728	1	0.15271	0.98098	0.43455	0.89166	0.3266	1	0.056502	0.35534	0.53042	0.89789	0.72233	0.82705	0.11964	0.75509	0.57325	0.90472	0.45019	0.57896
Phatr3_J40023	7	0.14482	0.30256	0.063908	0.65634	0.76222	1	0.30924	0.80069	0.057138	0.65573	0.42331	1	0.53662	1.3392	0.27029	0.78835	0.18052	0.33959	0.69801	1.7508	0.14799	0.68202	0.079976	0.17628
Phatr3_J43586	7	-0.15147	-0.71942	0.0081244	0.34965	0.47188	1	-0.038151	-0.22363	0.47601	0.90689	0.82304	1	-0.53403	-2.9876	0.014845	0.36245	0.0028113	0.08411	-0.45026	-2.5379	0.030926	0.45012	0.011152	0.077573
Phatr3_EG00135	7	0.054415	0.11931	0.48611	0.91228	0.90503	1	0.24314	0.66278	0.14891	0.75523	0.50747	1	0.68483	1.8251	0.091157	0.62254	0.067992	0.21378	0.77647	2.0746	0.081612	0.58362	0.03802	0.11864
Phatr3_J44486	7	-0.1254	-0.68007	0.027666	0.56197	0.49646	1	-0.062763	-0.41736	0.35928	0.85983	0.67642	1	0.07359	0.46745	0.56829	0.9094	0.64017	0.76625	0.10095	0.64346	0.53529	0.89421	0.51993	0.64287
Phatr3_J48685	7	-0.051262	-0.24396	0.3333	0.87952	0.80726	1	0.0043017	0.025013	0.71327	0.9546	0.98004	1	0.12851	0.71014	0.6987	0.94348	0.47762	0.63399	0.14517	0.80337	0.62808	0.91959	0.42176	0.55256
Phatr3_J43226	7	0.028443	0.10896	0.75918	0.96872	0.91323	1	0.023439	0.11478	0.83078	0.97789	0.90862	1	0.3507	1.6914	0.6942	0.9423	0.090755	0.24119	0.46134	2.2354	0.56494	0.90346	0.025393	0.099969
Phatr3_J49482	7	-0.064793	-0.41274	0.23208	0.82851	0.67979	1	0.03585	0.2903	0.91051	0.9913	0.77158	1	0.0068858	0.054645	0.42956	0.86815	0.95642	0.98208	0.10342	0.8258	0.53992	0.8945	0.40892	0.54053
Phatr3_J45065	7	0.045068	0.11841	0.57641	0.93405	0.90574	1	0.2081	0.69201	0.23449	0.80228	0.48893	1	0.61479	2.0086	0.15726	0.68898	0.044585	0.19201	0.68897	2.2566	0.15797	0.69562	0.024034	0.097975
Phatr3_J2762	7	-0.001421	-0.0066108	0.87416	0.98951	0.99473	1	-0.10555	-0.62866	0.20196	0.7885	0.52957	1	-0.38743	-2.2708	0.044249	0.52854	0.023162	0.17213	-0.36068	-2.1308	0.053444	0.5316	0.033103	0.11151
Phatr3_EG02001	7	-0.076947	-0.39859	0.16117	0.77003	0.69019	1	0.0025675	0.016289	0.70309	0.95165	0.987	1	-0.058778	-0.33797	0.31755	0.81909	0.73539	0.8357	-0.24724	-1.383	0.10344	0.62189	0.16666	0.28632
Phatr3_J49990	7	-0.070845	-0.31951	0.19393	0.8027	0.74934	1	-0.050599	-0.27898	0.41398	0.88175	0.78026	1	0.25023	1.3272	0.97302	0.99436	0.18443	0.3437	0.20907	1.1096	0.78034	0.95951	0.26717	0.39811
Phatr3_J40515	7	-0.068351	-0.3531	0.20928	0.8141	0.72401	1	0.056702	0.36003	0.95799	0.99623	0.71883	1	0.050762	0.3069	0.51829	0.89633	0.75892	0.85312	0.012336	0.074617	0.37158	0.83792	0.94052	0.9664
Phatr3_EG00736	7	0.036755	0.19607	0.66456	0.94867	0.84455	1	-0.048399	-0.32409	0.42466	0.88682	0.74587	1	0.026501	0.17195	0.46707	0.87931	0.86347	0.92394	0.033311	0.21713	0.40654	0.84979	0.82811	0.88896
Phatr3_J28577	7	-0.025394	-0.12317	0.58659	0.93526	0.90198	1	-0.12487	-0.75504	0.14875	0.75523	0.45022	1	-0.1916	-1.1245	0.15587	0.68823	0.26079	0.42531	-0.32662	-1.9276	0.066349	0.55596	0.053909	0.1407
Phatr3_J33077	7	0.14208	0.57749	0.068723	0.66846	0.56361	1	0.1675	0.84403	0.37337	0.86436	0.39865	1	0.1579	0.75991	0.77334	0.9593	0.44731	0.60801	0.042597	0.20386	0.42258	0.8565	0.83847	0.89597
Phatr3_J41756	7	0.0065391	0.028216	0.97578	0.996	0.97749	1	0.091916	0.49737	0.74554	0.9586	0.61893	1	0.1203	0.62612	0.67847	0.93608	0.53123	0.67866	0.38933	2.0443	0.74662	0.95305	0.040924	0.12272
Phatr3_J49956	7	-0.007317	-0.021103	0.8001	0.97733	0.98316	1	0.15205	0.55197	0.43773	0.89176	0.58097	1	0.55197	1.9604	0.24467	0.7691	0.049944	0.19806	0.65985	2.3506	0.1928	0.72366	0.018741	0.090157
Phatr3_J13779	7	-0.095538	-0.42251	0.087195	0.69362	0.67265	1	-0.0072539	-0.040649	0.64634	0.94783	0.96758	1	0.081513	0.44769	0.58699	0.91333	0.65438	0.77753	0.35964	1.9908	0.82655	0.9675	0.046507	0.13067
Phatr3_J45260	7	-0.017153	-0.10534	0.68103	0.95385	0.91611	1	-0.21956	-1.7046	0.023203	0.55955	0.08827	1	0.092884	0.70142	0.61282	0.9191	0.48304	0.63886	0.011487	0.087047	0.36999	0.83635	0.93063	0.95967
Phatr3_J47504	7	-0.075975	-0.25883	0.16573	0.77272	0.79576	1	0.093923	0.41119	0.73335	0.95737	0.68093	1	0.53179	2.3083	0.27879	0.79813	0.020983	0.17069	0.42421	1.8473	0.65814	0.92626	0.064708	0.15527
Phatr3_J45936	7	-0.10789	-0.50546	0.054514	0.64256	0.61323	1	-0.021678	-0.12978	0.56463	0.93111	0.89674	1	-0.6107	-3.5917	0.0081745	0.31139	0.00032847	0.021712	-0.6463	-3.8331	0.0079238	0.27123	0.00012656	0.0072104
Phatr3_J44570	7	0.024475	0.090788	0.80545	0.97952	0.92766	1	0.11411	0.52031	0.62247	0.94436	0.60285	1	0.4979	2.1779	0.34156	0.83381	0.029412	0.1774	0.63634	2.7945	0.22439	0.75157	0.0051975	0.065904
Phatr3_J44200	7	-0.032228	-0.18518	0.51227	0.91589	0.85309	1	-0.12732	-0.90728	0.14343	0.75446	0.36426	1	-0.26356	-1.783	0.10152	0.63131	0.074589	0.22243	-0.22072	-1.5009	0.11976	0.64165	0.13339	0.24662
Phatr3_J12217	7	-0.11484	-0.64058	0.04221	0.62401	0.52179	1	-0.053556	-0.36587	0.40047	0.87767	0.71446	1	0.094572	0.60181	0.61707	0.92006	0.5473	0.69208	0.047438	0.30026	0.43134	0.85822	0.76398	0.84328
Phatr3_J36995	7	-0.079216	-0.43467	0.1503	0.76124	0.6638	1	-0.097982	-0.67938	0.22503	0.79888	0.4969	1	-0.0344	-0.23138	0.35702	0.83965	0.81702	0.89333	0.31751	2.1559	0.93915	0.99076	0.031093	0.10857
Phatr3_J9709	7	-0.12151	-0.55754	0.03238	0.5855	0.57716	1	-0.031918	-0.18536	0.50802	0.91803	0.85295	1	-0.45208	-2.5296	0.027583	0.44832	0.011418	0.15029	-0.29642	-1.6717	0.078686	0.57934	0.094578	0.19669
Phatr3_J48162	7	-0.095122	-0.43384	0.088582	0.69862	0.6644	1	-0.15379	-0.87383	0.089368	0.70542	0.38221	1	0.16228	0.87904	0.78541	0.96207	0.37938	0.5477	0.00516	0.027821	0.35971	0.82969	0.97781	0.99451
Phatr3_J54343	7	-0.045264	-0.21972	0.38385	0.89381	0.82609	1	-0.19994	-1.2022	0.03676	0.64541	0.22929	1	0.52081	2.9975	0.29799	0.81094	0.0027223	0.083414	0.46885	2.6884	0.54701	0.89792	0.0071793	0.06946
Phatr3_J18893	7	-0.078996	-0.40293	0.15135	0.7618	0.687	1	-0.064251	-0.41206	0.35293	0.85709	0.68029	1	0.010589	0.06449	0.43671	0.86827	0.94858	0.97742	-0.11667	-0.70662	0.20493	0.73648	0.4798	0.60609
Phatr3_EG00050	7	-0.014691	-0.060974	0.71077	0.96135	0.95138	1	-0.037213	-0.19282	0.48093	0.90689	0.8471	1	0.21811	1.0907	0.93586	0.98833	0.27543	0.44135	0.36476	1.8348	0.8127	0.96426	0.066536	0.15791
Phatr3_J46313	7	-0.03644	-0.16384	0.46912	0.90829	0.86986	1	0.06927	0.38309	0.87991	0.98548	0.70165	1	0.35208	1.8412	0.69086	0.94116	0.065587	0.21134	0.33279	1.7322	0.89833	0.98501	0.083236	0.18103
Phatr3_J8678	7	0.054605	0.17759	0.48437	0.91208	0.85905	1	0.1055	0.4272	0.6682	0.95013	0.66924	1	0.41393	1.6252	0.52879	0.89766	0.10413	0.25688	0.48407	1.9054	0.5122	0.88491	0.056731	0.14438
Phatr3_J41403	7	-0.074307	-0.31865	0.17487	0.78381	0.74999	1	0.054198	0.28688	0.97384	0.99817	0.77421	1	0.3809	1.974	0.61212	0.9191	0.048384	0.1953	0.4027	2.0959	0.71214	0.94247	0.036089	0.11517
Phatr3_J32759	7	-0.033948	-0.14751	0.49458	0.91484	0.88273	1	-0.17283	-0.94708	0.062187	0.65899	0.3436	1	0.21609	1.1629	0.93014	0.98826	0.24487	0.40871	-0.077281	-0.41767	0.24764	0.76589	0.67619	0.7746
Phatr3_J43626	7	-0.024983	-0.13373	0.59067	0.93571	0.89362	1	-0.16671	-1.1307	0.070127	0.67945	0.25819	1	-0.2319	-1.5342	0.12309	0.66196	0.12499	0.27934	-0.32889	-2.1889	0.065463	0.55395	0.028605	0.105
Phatr3_J48737	7	-0.10508	-0.55991	0.060515	0.65067	0.57554	1	-0.084661	-0.56323	0.2709	0.82246	0.57328	1	-0.37874	-2.4074	0.047041	0.54119	0.016067	0.16391	-0.18797	-1.205	0.14234	0.67464	0.22819	0.35498
Phatr3_J53964	7	-0.049598	-0.19359	0.34707	0.88398	0.8465	1	-0.11219	-0.52929	0.18216	0.77954	0.5966	1	0.39957	1.7653	0.56446	0.9094	0.077513	0.22575	0.60017	2.6751	0.28029	0.78649	0.0074707	0.070271
Phatr3_J49142	7	0.056066	0.16376	0.47151	0.90853	0.86992	1	0.25719	0.92801	0.1232	0.7362	0.3534	1	0.34307	1.1633	0.71454	0.94516	0.24471	0.4085	0.2963	0.99442	0.99453	0.99862	0.32002	0.45332
Phatr3_EG00138	7	-0.026658	-0.16914	0.57225	0.93405	0.86569	1	-0.040901	-0.32624	0.4623	0.90199	0.74424	1	-0.31426	-2.4384	0.073437	0.59325	0.014751	0.16025	-0.43026	-3.3545	0.03564	0.46754	0.0007951	0.026374
Phatr3_J16341	7	0.044798	0.21054	0.57882	0.93405	0.83325	1	-0.14999	-0.87859	0.096372	0.71308	0.37963	1	0.23508	1.3185	0.98327	0.99607	0.18735	0.34665	0.25789	1.4496	0.9045	0.98722	0.14716	0.26356
Phatr3_J39109	7	0.002274	0.010604	0.92277	0.99396	0.99154	1	0.066472	0.3871	0.89759	0.9895	0.69868	1	0.060705	0.34129	0.5399	0.89946	0.73289	0.8342	-0.048891	-0.27495	0.28303	0.78703	0.78335	0.85761
Phatr3_J49575	7	-0.060968	-0.34994	0.25807	0.84671	0.72638	1	-0.13072	-0.93866	0.13534	0.74162	0.3479	1	-0.23637	-1.6448	0.11969	0.65991	0.10001	0.25257	-0.2524	-1.7679	0.10052	0.61624	0.077079	0.17234
Phatr3_EG01864	7	-0.046658	-0.22769	0.37218	0.89195	0.81989	1	-0.080032	-0.492	0.28745	0.83348	0.62272	1	-0.27973	-1.6543	0.092193	0.62254	0.098068	0.25065	-0.38373	-2.2764	0.046907	0.51656	0.022825	0.096463
Phatr3_J46483	7	0.0087321	0.028593	0.99746	0.99901	0.97719	1	0.0057946	0.023239	0.72185	0.95554	0.98146	1	0.46997	1.8175	0.39955	0.85591	0.069139	0.21513	0.58643	2.2765	0.30426	0.79908	0.022816	0.096463
Phatr3_J13721	7	-0.06537	-0.30405	0.2286	0.82781	0.76109	1	-0.052355	-0.2956	0.40635	0.87962	0.76754	1	0.012637	0.065672	0.44057	0.86891	0.94764	0.97706	0.10349	0.53939	0.54004	0.8945	0.58962	0.70521
Phatr3_J43228	7	0.047805	0.12973	0.54916	0.92833	0.89678	1	0.014326	0.047609	0.77391	0.96406	0.96203	1	0.65483	2.1105	0.11553	0.65579	0.034811	0.18347	0.77298	2.4982	0.083918	0.5896	0.012483	0.080188
Phatr3_EG00810	7	-0.10227	-0.49932	0.067419	0.66306	0.61755	1	-0.053527	-0.33019	0.40064	0.87771	0.74126	1	0.35409	2.1311	0.68517	0.93848	0.033082	0.18211	0.40743	2.4597	0.70084	0.93884	0.013905	0.081991
Phatr3_EG01231	2	0.080544	0.22661	0.64437	0.94655	0.82072	1	0.15493	0.51292	0.65445	0.94824	0.60801	1	-0.032679	-0.1011	0.78641	0.96222	0.91947	0.96083	-0.24598	-0.75494	0.51478	0.88663	0.45029	0.57902
Phatr3_J47447	7	-0.057859	-0.27549	0.28081	0.86185	0.78294	1	-0.21015	-1.2501	0.029137	0.59863	0.21125	1	0.010817	0.062086	0.43714	0.86827	0.95049	0.97836	-0.097711	-0.56257	0.22434	0.75157	0.57373	0.69175
Phatr3_J32851	7	-0.024487	-0.11715	0.59567	0.93571	0.90674	1	0.095903	0.57431	0.72208	0.95555	0.56576	1	-0.08749	-0.50783	0.27554	0.79571	0.61157	0.74426	-0.079817	-0.46594	0.24462	0.76472	0.64125	0.74841
Phatr3_J11490	7	-0.12091	-0.57767	0.033233	0.58905	0.56349	1	-0.14129	-0.85347	0.11235	0.73107	0.3934	1	-0.45115	-2.6572	0.027733	0.44832	0.0078787	0.13496	-0.4657	-2.7642	0.027967	0.43618	0.005706	0.066947
Phatr3_J23639	7	-0.16678	-0.51388	0.0040789	0.25155	0.60734	1	0.14576	0.51977	0.46625	0.90431	0.60322	1	0.72725	2.4684	0.062136	0.57643	0.013571	0.15718	0.81032	2.7533	0.060883	0.54196	0.0058996	0.067432
Phatr3_J46593	7	0.047802	0.15589	0.54916	0.92833	0.87612	1	-0.0052774	-0.021046	0.65736	0.94824	0.98321	1	0.58567	2.2339	0.19495	0.73415	0.025492	0.17377	0.63826	2.4344	0.22188	0.75157	0.014917	0.08315
Phatr3_EG02127	7	-0.095017	-0.4179	0.0889	0.69869	0.67602	1	-0.10599	-0.57276	0.20074	0.7885	0.56681	1	0.26975	1.3755	0.91702	0.98777	0.16898	0.32686	0.44883	2.304	0.59681	0.91202	0.02122	0.093995
Phatr3_J46889	7	-0.051948	-0.33024	0.32728	0.87583	0.74122	1	-0.049007	-0.39917	0.42185	0.88534	0.68977	1	-0.25602	-2.0494	0.10612	0.63741	0.040427	0.18768	0.17515	1.415	0.69813	0.93799	0.15707	0.27501
Phatr3_J10752	7	-0.10438	-0.52639	0.06212	0.65573	0.59862	1	-0.049686	-0.31087	0.41862	0.88534	0.7559	1	-0.15362	-0.93799	0.19326	0.7315	0.34825	0.51591	-0.19448	-1.1954	0.13811	0.67116	0.23192	0.35915
Phatr3_J47007	7	-0.092492	-0.42607	0.096891	0.70968	0.67006	1	0.0876	0.50079	0.76993	0.96406	0.61652	1	0.32925	1.8167	0.7513	0.9542	0.069259	0.21539	0.44246	2.4533	0.61239	0.91763	0.014154	0.082264
Phatr3_J49673	7	-0.046265	-0.22726	0.37551	0.89196	0.82022	1	0.0077449	0.04807	0.73387	0.95737	0.96166	1	-0.017485	-0.10549	0.38579	0.8522	0.91598	0.95836	0.11351	0.6889	0.56097	0.90146	0.49088	0.61645
Phatr3_J17914	7	-0.14917	-0.69128	0.0088766	0.35878	0.48939	1	-0.071498	-0.40864	0.32083	0.84756	0.6828	1	0.29262	1.5967	0.85353	0.97714	0.11033	0.26362	0.26871	1.4648	0.93273	0.9901	0.14297	0.25842
Phatr3_J36666	7	0.0015146	0.0058708	0.9127	0.99272	0.99532	1	-0.022921	-0.10714	0.55742	0.93005	0.91468	1	0.52072	2.2794	0.29811	0.81094	0.022645	0.17201	0.53361	2.3253	0.40343	0.84853	0.020055	0.092156
Phatr3_J42510	7	-0.029006	-0.12622	0.54694	0.92675	0.89956	1	-0.037205	-0.20025	0.48096	0.90689	0.84128	1	0.41661	2.1534	0.52225	0.89633	0.031291	0.18005	0.40374	2.0847	0.70951	0.94239	0.037094	0.11703
Phatr3_J47186	7	0.030992	0.15287	0.72956	0.96378	0.8785	1	0.0036533	0.022388	0.70965	0.95421	0.98214	1	0.13323	0.78113	0.71046	0.94413	0.43473	0.59625	0.24093	1.4188	0.86038	0.97706	0.15596	0.27387
Phatr3_J54038	7	0.046359	0.17463	0.56336	0.93285	0.86137	1	-0.020883	-0.099357	0.56919	0.93145	0.92085	1	0.43188	2.0124	0.48597	0.88929	0.044182	0.19179	0.63102	2.9558	0.23176	0.75863	0.0031184	0.05519
Phatr3_EG01291	7	-0.055871	-0.30491	0.29584	0.8705	0.76043	1	-0.074064	-0.48887	0.31068	0.84516	0.62493	1	-0.033067	-0.20614	0.35929	0.84121	0.83668	0.90679	-0.26377	-1.6369	0.09435	0.60383	0.10165	0.20589
Phatr3_EG01597	7	-0.04047	-0.1877	0.42962	0.9071	0.85111	1	0.10079	0.58816	0.69452	0.95165	0.55642	1	0.23702	1.3452	0.98867	0.99717	0.17855	0.33752	0.22167	1.2602	0.81137	0.96426	0.20761	0.33229
Phatr3_J47740	7	0.098732	0.21797	0.19331	0.8027	0.82745	1	0.2818	0.78184	0.087479	0.70054	0.43431	1	0.57227	1.5505	0.21408	0.74497	0.12102	0.27494	0.60582	1.6407	0.27136	0.78334	0.10087	0.20478
Phatr3_J12331	7	0.085242	0.26326	0.26195	0.84988	0.79235	1	0.30235	1.1453	0.064092	0.6662	0.25207	1	0.29535	1.0752	0.84636	0.97651	0.28231	0.4486	0.4633	1.6949	0.56028	0.90133	0.09009	0.19067
Phatr3_J2527	7	-0.020054	-0.08609	0.64731	0.94655	0.9314	1	0.076224	0.41282	0.83735	0.97857	0.67974	1	0.25843	1.3604	0.94982	0.98833	0.17371	0.33225	0.38167	2.0188	0.76782	0.95713	0.043511	0.12644
Phatr3_J38678	7	-0.029391	-0.16795	0.54271	0.92525	0.86663	1	-0.008032	-0.058849	0.64193	0.94723	0.95307	1	-0.035471	-0.25614	0.355	0.83837	0.79784	0.88118	0.20159	1.4664	0.76257	0.95653	0.14255	0.25782
Phatr3_J50268	7	0.0093809	0.033563	0.9892	0.99804	0.97323	1	0.17464	0.75533	0.34636	0.85348	0.45005	1	0.36538	1.4939	0.65373	0.92944	0.1352	0.29013	0.49255	2.0224	0.49251	0.87501	0.043131	0.12586
Phatr3_J43718	7	0.045051	0.19584	0.5766	0.93405	0.84473	1	0.018216	0.099824	0.79856	0.96995	0.92048	1	0.40743	2.1833	0.54483	0.90033	0.029012	0.1774	0.48675	2.6185	0.50585	0.8826	0.008832	0.073828
Phatr3_J44907	7	-0.023681	-0.098641	0.6047	0.93583	0.92142	1	-0.14583	-0.74021	0.10333	0.72049	0.45917	1	0.44457	2.1497	0.45552	0.87295	0.031579	0.18019	0.4732	2.2894	0.53689	0.8944	0.022058	0.095196
