Gene	sgRNA	t1_NH4_growth|beta	t1_NH4_growth|z	t1_NH4_growth|p-value	t1_NH4_growth|fdr	t1_NH4_growth|wald-p-value	t1_NH4_growth|wald-fdr	t2_N_stress|beta	t2_N_stress|z	t2_N_stress|p-value	t2_N_stress|fdr	t2_N_stress|wald-p-value	t2_N_stress|wald-fdr	t3_NH4_recovery|beta	t3_NH4_recovery|z	t3_NH4_recovery|p-value	t3_NH4_recovery|fdr	t3_NH4_recovery|wald-p-value	t3_NH4_recovery|wald-fdr	t3_NO3_recovery|beta	t3_NO3_recovery|z	t3_NO3_recovery|p-value	t3_NO3_recovery|fdr	t3_NO3_recovery|wald-p-value	t3_NO3_recovery|wald-fdr
Phatr3_J40942	7	-0.035795	-0.21197	0.47566	0.90895	0.83213	1	-0.17953	-1.3322	0.055283	0.65573	0.18278	1	0.37735	2.7061	0.62148	0.92068	0.0068088	0.12857	0.28267	2.0226	0.96991	0.99588	0.043117	0.12586
Phatr3_J47054	7	0.011781	0.065259	0.96005	0.996	0.94797	1	0.051853	0.3628	0.98888	0.99917	0.71676	1	-0.026666	-0.18091	0.37024	0.84709	0.85643	0.92016	-0.031485	-0.21434	0.30595	0.80009	0.83028	0.89089
Phatr3_J28794	7	-0.094292	-0.44513	0.091408	0.70199	0.65623	1	-0.10734	-0.61113	0.19659	0.78636	0.54111	1	0.22417	1.1423	0.95319	0.98899	0.25332	0.41676	0.26046	1.3197	0.91169	0.98851	0.18694	0.3098
Phatr3_J24161	7	-0.011286	-0.034541	0.75164	0.96779	0.97245	1	0.020623	0.076228	0.81291	0.97275	0.93924	1	0.69094	2.4486	0.086426	0.61195	0.014341	0.159	0.80382	2.856	0.064577	0.55264	0.0042906	0.06206
Phatr3_J18872	7	-0.010721	-0.05287	0.75822	0.96872	0.95784	1	-0.1617	-0.98393	0.077198	0.69527	0.32515	1	0.087684	0.50802	0.60072	0.91729	0.61144	0.7442	0.037541	0.21766	0.41372	0.85283	0.82769	0.8886
Phatr3_J39648	7	-0.054992	-0.30623	0.30272	0.87271	0.75943	1	-0.054152	-0.38562	0.39781	0.87666	0.69978	1	-0.11247	-0.78404	0.24184	0.76707	0.43302	0.59527	0.077894	0.54681	0.48773	0.87334	0.58451	0.70085
Phatr3_EG02523	7	-0.002262	-0.010279	0.86387	0.98951	0.9918	1	0.0042192	0.024093	0.71289	0.9546	0.98078	1	0.25807	1.4298	0.95059	0.98842	0.15277	0.3092	0.37442	2.0832	0.78808	0.96067	0.037233	0.11735
Phatr3_EG01750	7	0.076767	0.3237	0.31515	0.87426	0.74616	1	0.050846	0.27043	0.99517	0.9995	0.78683	1	0.2332	1.2133	0.97827	0.99506	0.225	0.38727	0.29784	1.5559	0.99074	0.99807	0.11974	0.22887
Phatr3_J49829	7	0.058725	0.23501	0.44923	0.9071	0.8142	1	0.055094	0.26461	0.96827	0.99745	0.79131	1	0.24552	1.0762	0.98656	0.99664	0.28182	0.44795	0.33605	1.4747	0.88937	0.98319	0.1403	0.25546
Phatr3_J46373	7	0.090837	0.25109	0.23039	0.82781	0.80175	1	0.17447	0.61341	0.34682	0.85348	0.5396	1	0.45613	1.5755	0.42969	0.86815	0.11515	0.2684	0.51248	1.7742	0.44789	0.86531	0.07603	0.17085
Phatr3_J43486	7	0.011184	0.049443	0.96707	0.996	0.96057	1	-0.08233	-0.44869	0.27944	0.82825	0.65365	1	0.020281	0.10678	0.45513	0.87295	0.91497	0.9578	0.055081	0.29165	0.44495	0.86505	0.77055	0.84795
Phatr3_J38509	7	-0.054809	-0.24315	0.3041	0.87334	0.80789	1	0.065714	0.3611	0.90246	0.9901	0.71802	1	0.40397	2.1304	0.55373	0.90434	0.033137	0.18211	0.47221	2.4947	0.53908	0.8945	0.012608	0.080201
Phatr3_J9255	7	-0.064846	-0.29268	0.23181	0.82851	0.76977	1	0.027174	0.15651	0.85495	0.98146	0.87563	1	-0.53551	-3.0002	0.014644	0.35984	0.0026984	0.083414	-0.58216	-3.282	0.012655	0.327	0.0010308	0.031623
Phatr3_J43699	7	-0.060634	-0.3351	0.26043	0.84897	0.73755	1	-0.079978	-0.55805	0.28771	0.83348	0.57681	1	0.080665	0.54911	0.58506	0.91333	0.58293	0.7201	0.10573	0.72219	0.54477	0.89699	0.47018	0.59747
Phatr3_J38166	7	-0.06465	-0.32105	0.23303	0.82868	0.74817	1	0.14551	0.91172	0.46735	0.90476	0.36192	1	0.11188	0.68447	0.65812	0.93123	0.49368	0.64791	0.11839	0.72702	0.57076	0.90472	0.46721	0.59427
Phatr3_J36988	7	-0.047346	-0.19955	0.36645	0.89173	0.84184	1	-0.11127	-0.59257	0.18475	0.78007	0.55347	1	0.55376	2.8891	0.24181	0.76707	0.0038634	0.099831	0.51769	2.707	0.43659	0.86252	0.0067892	0.068257
Phatr3_J9372	7	-0.016504	-0.083687	0.68843	0.95506	0.93331	1	-0.038943	-0.24719	0.47183	0.90537	0.80476	1	-0.17984	-1.0865	0.16655	0.69989	0.27728	0.44332	-0.17432	-1.0554	0.15313	0.6864	0.29126	0.42335
Phatr3_J45659	7	-0.057791	-0.28191	0.28133	0.86194	0.77801	1	-0.11023	-0.67282	0.18783	0.78007	0.50106	1	-0.52742	-3.0897	0.015496	0.36838	0.0020038	0.070923	-0.30892	-1.8264	0.07342	0.57028	0.067784	0.15949
Phatr3_J15641	7	0.08656	0.23711	0.25435	0.84339	0.81257	1	0.26793	0.88729	0.1063	0.72585	0.37492	1	0.49971	1.5612	0.33791	0.83117	0.11849	0.27207	0.51179	1.591	0.44958	0.86531	0.11161	0.21889
Phatr3_EG00597	7	-0.023492	-0.067879	0.60704	0.93629	0.94588	1	0.027544	0.099748	0.85689	0.98196	0.92054	1	0.6948	2.4523	0.083367	0.60933	0.014195	0.159	0.72027	2.5427	0.12536	0.64935	0.011001	0.077112
Phatr3_J44312	7	-0.036934	-0.097862	0.46409	0.9071	0.92204	1	0.22079	0.72002	0.2006	0.7885	0.47151	1	0.61719	1.9349	0.15456	0.68769	0.052998	0.1999	0.67459	2.1147	0.17534	0.70956	0.034459	0.1131
Phatr3_J14927	7	-0.047758	-0.22968	0.36311	0.89088	0.81834	1	0.1518	0.90875	0.43863	0.89233	0.36348	1	0.24845	1.3964	0.97825	0.99506	0.1626	0.3196	0.25867	1.4471	0.90652	0.9876	0.14788	0.26446
Phatr3_EG00069	7	0.0062277	0.013563	0.9719	0.996	0.98918	1	0.10183	0.26948	0.6891	0.95165	0.78756	1	0.91403	2.3372	0.0092277	0.32451	0.019429	0.16999	0.87417	2.2231	0.033317	0.45682	0.026207	0.10117
Phatr3_J16125	7	-0.07892	-0.37686	0.15176	0.76254	0.70628	1	-0.063946	-0.38036	0.35403	0.85744	0.70368	1	0.15294	0.8741	0.76062	0.95614	0.38206	0.55019	0.13725	0.78515	0.61102	0.91763	0.43237	0.56269
Phatr3_J44307	7	-0.064979	-0.31966	0.23101	0.82798	0.74923	1	0.066096	0.41055	0.89998	0.98965	0.6814	1	0.098075	0.59291	0.62564	0.92192	0.55324	0.69676	0.26539	1.6144	0.92404	0.9901	0.10645	0.2117
Phatr3_J34528	7	-0.052639	-0.22971	0.32173	0.87507	0.81832	1	0.076471	0.4185	0.83586	0.97857	0.67558	1	-0.14601	-0.77547	0.20187	0.74077	0.43806	0.59945	0.106	0.5678	0.54525	0.89707	0.57017	0.68841
Phatr3_J45148	7	-0.051001	-0.19699	0.33567	0.88094	0.84383	1	-0.20091	-0.95445	0.035874	0.64418	0.33985	1	0.52192	2.3689	0.29595	0.80955	0.017839	0.16763	0.54471	2.4711	0.38084	0.84144	0.013468	0.081326
Phatr3_J48893	7	0.05712	0.12522	0.46244	0.9071	0.90035	1	0.11319	0.29641	0.62742	0.94436	0.76691	1	0.87017	2.2021	0.015229	0.3644	0.02766	0.17716	0.94238	2.3862	0.017101	0.36968	0.017023	0.086741
Phatr3_J9342	7	-0.0021358	-0.012492	0.86538	0.98951	0.99003	1	-0.12901	-0.96387	0.13967	0.74911	0.33511	1	-0.18534	-1.3496	0.16122	0.69482	0.17716	0.33638	-0.23601	-1.7261	0.10975	0.63034	0.084334	0.18249
Phatr3_EG00032	7	0.010643	0.06166	0.97391	0.996	0.95083	1	-0.0020996	-0.015262	0.67603	0.95026	0.98782	1	0.14041	0.98947	0.72889	0.94621	0.32243	0.49004	-0.0023404	-0.016507	0.34721	0.82363	0.98683	1
Phatr3_J47084	7	-0.14059	-0.60079	0.013858	0.43517	0.54798	1	0.049762	0.25404	0.99769	0.99965	0.79947	1	0.38562	1.8434	0.59983	0.91676	0.065272	0.21111	0.53571	2.5759	0.39888	0.84779	0.0099992	0.07518
Phatr3_J46271	7	0.054368	0.31668	0.48661	0.91262	0.75149	1	-0.19968	-1.4558	0.036911	0.64541	0.14544	1	-0.11737	-0.81532	0.23541	0.76177	0.41489	0.58001	-0.26272	-1.8232	0.094968	0.60383	0.068272	0.16012
Phatr3_J45862	7	-0.13532	-0.78871	0.017469	0.48268	0.43028	1	-0.18613	-1.3252	0.048629	0.65573	0.18509	1	-0.079821	-0.53558	0.28619	0.8038	0.59225	0.72801	0.06498	0.4387	0.46317	0.86928	0.66088	0.764
Phatr3_EG01217	2	0.20281	0.38916	0.20774	0.81182	0.69716	1	0.12429	0.30667	0.74771	0.95925	0.75909	1	0.18614	0.45366	0.90105	0.98611	0.65007	0.77411	0.15917	0.38944	0.9894	0.99807	0.69695	0.79088
Phatr3_J38108	7	-0.099412	-0.48827	0.075125	0.67994	0.62536	1	0.03954	0.2447	0.9333	0.99233	0.80669	1	-0.035692	-0.2153	0.35456	0.83837	0.82954	0.90182	-0.15936	-0.96552	0.16535	0.70427	0.33428	0.4682
Phatr3_EG02208	7	0.001051	0.0052293	0.90645	0.99183	0.99583	1	-0.13194	-0.8207	0.13241	0.74162	0.41182	1	0.020897	0.12369	0.45639	0.87403	0.90156	0.94935	0.038289	0.22709	0.41505	0.85433	0.82035	0.88349
Phatr3_J3246	7	-0.070021	-0.25614	0.1994	0.80397	0.79784	1	0.13722	0.59192	0.50578	0.91695	0.5539	1	0.53692	2.159	0.26983	0.78804	0.030853	0.1791	0.48199	1.915	0.517	0.88704	0.055487	0.14278
Phatr3_J50481	7	0.16079	0.46954	0.042711	0.62401	0.63869	1	0.15136	0.53185	0.4405	0.89356	0.59483	1	0.45382	1.4949	0.43479	0.86827	0.13493	0.28978	0.39792	1.2972	0.72406	0.94601	0.19458	0.31833
Phatr3_J35739	7	-0.098643	-0.4232	0.077767	0.68462	0.67215	1	-0.050145	-0.26569	0.41643	0.88405	0.79048	1	-0.10902	-0.55979	0.24594	0.77203	0.57562	0.71439	-0.1532	-0.79083	0.17063	0.70508	0.42904	0.55916
Phatr3_J46456	7	-0.044338	-0.20153	0.39199	0.89632	0.84028	1	-0.1409	-0.79465	0.11304	0.73107	0.42681	1	-0.12328	-0.66429	0.22813	0.75419	0.50651	0.65897	-0.10184	-0.5513	0.21998	0.75157	0.58143	0.69855
Phatr3_J23748	7	-0.0039345	-0.024154	0.84253	0.98688	0.98073	1	-0.03066	-0.2345	0.51459	0.92084	0.8146	1	-0.31253	-2.3063	0.07444	0.59387	0.021093	0.17074	-0.22774	-1.6917	0.1151	0.6354	0.090704	0.19114
Phatr3_J32253	7	-0.002468	-0.0090632	0.86158	0.98951	0.99277	1	0.093122	0.4354	0.73828	0.95763	0.66327	1	0.34634	1.5912	0.70615	0.94406	0.11157	0.26511	0.49447	2.2831	0.48806	0.87337	0.022424	0.095689
Phatr3_J50695	7	-0.0024895	-0.010545	0.8613	0.98951	0.99159	1	0.080932	0.43135	0.80929	0.97166	0.66622	1	0.32701	1.7022	0.75766	0.95568	0.088717	0.23896	0.36872	1.9273	0.80271	0.96318	0.053942	0.14074
Phatr3_J50124	7	-0.014099	-0.073204	0.71829	0.96284	0.94164	1	-0.12269	-0.79171	0.1543	0.75864	0.42853	1	0.18719	1.1461	0.85254	0.97714	0.25174	0.41519	0.30961	1.9041	0.96067	0.99437	0.056897	0.14466
Phatr3_J49951	7	-0.02454	-0.12249	0.59509	0.93571	0.90251	1	0.094336	0.59211	0.73098	0.95649	0.55377	1	0.23707	1.4372	0.98882	0.99724	0.15067	0.30756	0.41262	2.5161	0.68733	0.93395	0.011868	0.079108
Phatr3_EG00367	7	-0.045388	-0.22263	0.38283	0.89311	0.82383	1	-0.092038	-0.57069	0.24425	0.80551	0.56821	1	-0.014122	-0.085319	0.39178	0.85439	0.93201	0.96719	-0.03523	-0.21394	0.30064	0.79527	0.8306	0.89107
Phatr3_J46768	7	-0.061208	-0.33665	0.25595	0.84474	0.73638	1	-0.14788	-0.97916	0.099766	0.71405	0.3275	1	-0.41172	-2.5267	0.037312	0.50478	0.011516	0.15029	-0.3084	-1.9046	0.073671	0.57111	0.056832	0.14461
Phatr3_J11313	7	0.023076	0.066676	0.82192	0.98209	0.94684	1	0.15316	0.55692	0.43287	0.89166	0.57758	1	0.52692	1.8799	0.28728	0.80449	0.060123	0.20547	0.53899	1.9277	0.39218	0.84398	0.05389	0.14068
Phatr3_EG01051	7	-0.042398	-0.20959	0.41053	0.90342	0.83399	1	-0.13508	-0.83101	0.12563	0.7409	0.40597	1	-0.1373	-0.80746	0.21179	0.74276	0.4194	0.5832	-0.15826	-0.93371	0.16633	0.70427	0.35045	0.48421
Phatr3_J47227	7	-0.080225	-0.38373	0.14517	0.75918	0.70118	1	-0.17438	-1.0511	0.060398	0.65573	0.29321	1	-0.60969	-3.5622	0.0082247	0.31139	0.00036776	0.022979	-0.8524	-5.0122	0.0013708	0.1	5.3817e-07	0.00012382
Phatr3_EG00345	7	-0.035065	-0.20341	0.48295	0.91116	0.83881	1	-0.12629	-0.93081	0.14564	0.75523	0.35195	1	-0.12285	-0.88197	0.22864	0.75486	0.37779	0.54614	0.07614	0.55072	0.48424	0.87221	0.58183	0.69889
Phatr3_J33757	7	-0.015067	-0.091248	0.7057	0.95956	0.9273	1	-0.10415	-0.80102	0.20597	0.79039	0.42312	1	-0.41049	-3.0674	0.03763	0.50478	0.0021593	0.074234	-0.38758	-2.9164	0.045955	0.51287	0.003541	0.057581
Phatr3_J26299	7	-0.10876	-0.50394	0.052708	0.63996	0.6143	1	0.016894	0.095431	0.79025	0.96851	0.92397	1	0.040271	0.21572	0.49636	0.89139	0.8292	0.90154	0.034278	0.18401	0.40843	0.8501	0.85401	0.90639
Phatr3_EG01930	7	-0.093141	-0.44161	0.094968	0.70949	0.65877	1	-0.14421	-0.82966	0.1066	0.72585	0.40673	1	0.25101	1.349	0.97068	0.99418	0.17732	0.33655	0.26712	1.4349	0.92849	0.9901	0.15131	0.26894
Phatr3_J6606	7	-0.00028724	-0.0010422	0.88945	0.98959	0.99917	1	-0.087211	-0.38513	0.26209	0.81698	0.70014	1	0.48211	2.0414	0.37375	0.84833	0.041213	0.18874	0.6109	2.5967	0.26297	0.77818	0.0094124	0.074252
Phatr3_J38928	7	0.061803	0.30109	0.42407	0.9071	0.76334	1	0.083481	0.49927	0.79453	0.96951	0.61759	1	0.24919	1.4424	0.97635	0.99506	0.14918	0.30615	0.16759	0.9696	0.68044	0.93168	0.33224	0.46605
Phatr3_J43196	7	-0.0068452	-0.040238	0.80565	0.97952	0.9679	1	0.056712	0.42714	0.95792	0.99623	0.66928	1	-0.081461	-0.60143	0.28385	0.80132	0.54755	0.69227	-0.024281	-0.18014	0.31595	0.80678	0.85704	0.90845
Phatr3_J35145	7	0.040987	0.13281	0.61874	0.94103	0.89435	1	0.032416	0.13235	0.88838	0.9877	0.8947	1	0.36769	1.4659	0.64754	0.92859	0.14268	0.29869	0.46825	1.8759	0.54876	0.8983	0.060672	0.15038
Phatr3_J44437	7	-0.008374	-0.041124	0.78716	0.97557	0.9672	1	-0.070088	-0.42365	0.3268	0.84975	0.67182	1	0.020442	0.11173	0.45545	0.87295	0.91104	0.95527	0.074104	0.40401	0.48037	0.87198	0.68621	0.78263
Phatr3_EG02370	7	-0.13478	-0.49803	0.01792	0.48507	0.61846	1	-0.11252	-0.51278	0.18133	0.77952	0.60811	1	-0.64844	-2.7971	0.0058342	0.2654	0.0051562	0.11188	-0.8613	-3.7294	0.001237	0.093082	0.00019191	0.009854
Phatr3_EG01095	7	-0.056393	-0.24765	0.29193	0.86832	0.8044	1	-0.0031092	-0.016989	0.67054	0.95026	0.98645	1	0.28181	1.4862	0.88409	0.9826	0.13722	0.29272	0.44729	2.3735	0.60064	0.91448	0.017623	0.088262
Phatr3_J50019	7	-0.018247	-0.072762	0.6683	0.94903	0.942	1	-0.0013284	-0.0065897	0.68036	0.95124	0.99474	1	0.32445	1.5588	0.76461	0.9565	0.11904	0.27269	0.22656	1.0881	0.82374	0.96671	0.27656	0.40755
Phatr3_J53929	7	0.0065994	0.015773	0.97648	0.996	0.98742	1	0.2788	0.80827	0.091174	0.70693	0.41894	1	0.67738	1.8938	0.09664	0.62784	0.058254	0.20366	0.62751	1.7436	0.23696	0.76115	0.081221	0.1781
Phatr3_J40238	7	0.017988	0.086986	0.88469	0.98951	0.93068	1	-0.17413	-1.0335	0.060632	0.65573	0.30137	1	0.16482	0.93827	0.79231	0.96534	0.3481	0.51582	0.1567	0.89425	0.6547	0.92582	0.37119	0.50384
Phatr3_J26375	7	0.038837	0.17195	0.64066	0.94538	0.86348	1	-0.03751	-0.21141	0.47952	0.90689	0.83257	1	0.024819	0.13723	0.46367	0.8777	0.89085	0.9432	0.26192	1.4587	0.91494	0.9891	0.14464	0.26027
Phatr3_J54869	7	-0.04193	-0.19951	0.41508	0.90488	0.84186	1	-0.069233	-0.40493	0.33034	0.85098	0.68553	1	0.33425	1.8621	0.73805	0.95048	0.06259	0.20806	0.30028	1.6691	0.9847	0.99721	0.095093	0.19735
Phatr3_J34261	7	0.036096	0.1428	0.67125	0.95008	0.88645	1	0.29819	1.5148	0.068756	0.67827	0.12983	1	0.055823	0.27986	0.52904	0.89766	0.77959	0.86852	0.078476	0.39518	0.4891	0.87369	0.69271	0.78761
Phatr3_J31147	7	-0.054027	-0.25612	0.31053	0.87398	0.79786	1	-0.084805	-0.4994	0.27044	0.82246	0.61749	1	0.35956	2.0323	0.66922	0.93533	0.042122	0.18991	0.42466	2.4055	0.657	0.92626	0.016151	0.084943
Phatr3_EG00582	7	0.018707	0.092768	0.87544	0.98951	0.92609	1	-0.018892	-0.116	0.57999	0.93268	0.90766	1	0.21653	1.2796	0.93123	0.98833	0.20069	0.36151	0.10777	0.63675	0.54901	0.8983	0.52429	0.64679
Phatr3_J43826	7	0.045714	0.21269	0.56994	0.93393	0.83157	1	0.12472	0.73306	0.56864	0.93111	0.46352	1	0.29842	1.7114	0.83788	0.97593	0.087	0.23672	0.12404	0.71065	0.58193	0.90627	0.4773	0.6038
Phatr3_J31973	7	-0.073464	-0.32087	0.17979	0.78636	0.74831	1	-0.1145	-0.61993	0.17646	0.77826	0.53531	1	0.10664	0.56156	0.6454	0.9279	0.57442	0.71364	0.18402	0.97427	0.72008	0.94479	0.32992	0.46421
Phatr3_J49651	7	-0.050528	-0.2807	0.33952	0.88324	0.77894	1	-0.022876	-0.15907	0.55754	0.93005	0.87361	1	-0.16526	-1.0937	0.18114	0.71521	0.27411	0.44025	0.10027	0.67036	0.5336	0.89355	0.50263	0.62758
Phatr3_J10054	7	-0.025563	-0.14558	0.58427	0.93405	0.88426	1	-0.029571	-0.20781	0.52049	0.92118	0.83537	1	-0.10489	-0.70226	0.25132	0.77515	0.48252	0.63838	-0.018133	-0.12201	0.32476	0.81183	0.90289	0.94148
Phatr3_J43229	7	-0.023827	-0.1093	0.60316	0.93571	0.91297	1	0.1	0.56941	0.69901	0.95165	0.56908	1	0.32258	1.7211	0.76959	0.95799	0.085238	0.23469	0.23644	1.2428	0.8485	0.97257	0.21393	0.33892
Phatr3_J45434	7	-0.0048334	-0.023366	0.83081	0.98412	0.98136	1	-0.14129	-0.87717	0.11234	0.73107	0.3804	1	-0.1775	-1.0859	0.16902	0.70291	0.27752	0.44346	-0.056247	-0.34658	0.27392	0.78334	0.72891	0.81715
Phatr3_EG01809	7	-0.028889	-0.12745	0.54824	0.92749	0.89858	1	0.012775	0.070167	0.76406	0.96406	0.94406	1	0.025367	0.13276	0.46456	0.8779	0.89439	0.94554	0.12127	0.63724	0.57658	0.90472	0.52397	0.64653
Phatr3_J49629	7	-0.084534	-0.39444	0.12618	0.74348	0.69326	1	-0.07832	-0.46324	0.29432	0.83637	0.64319	1	0.08625	0.49823	0.59753	0.91604	0.61832	0.74928	0.19901	1.1574	0.75578	0.95532	0.24712	0.37654
Phatr3_J54028	7	-0.038211	-0.20133	0.45164	0.9071	0.84044	1	0.034503	0.23141	0.90187	0.98991	0.817	1	-0.3412	-2.2396	0.061919	0.57643	0.025114	0.17352	-0.56256	-3.7129	0.01436	0.34429	0.0002049	0.010423
Phatr3_J9278	7	-0.066685	-0.36006	0.22016	0.82364	0.7188	1	0.072861	0.4991	0.85854	0.98227	0.61771	1	-0.17266	-1.1476	0.17374	0.71022	0.25113	0.41459	-0.1654	-1.1046	0.16045	0.69724	0.26932	0.40012
Phatr3_J46913	7	-0.006495	-0.038395	0.81046	0.98142	0.96937	1	-0.063796	-0.48262	0.35453	0.85776	0.62937	1	-0.40267	-2.9834	0.039485	0.5107	0.0028505	0.084834	-0.5612	-4.182	0.014477	0.34477	2.889e-05	0.0024171
Phatr3_J12863	7	-0.037856	-0.16849	0.45522	0.9071	0.8662	1	-0.11881	-0.66583	0.16441	0.76592	0.50552	1	-0.80259	-4.3592	0.0013875	0.1085	1.3056e-05	0.0027404	-0.95251	-5.2138	0.00061852	0.052482	1.8506e-07	5.8263e-05
Phatr3_J8827	7	0.011186	0.039686	0.96705	0.996	0.96834	1	-0.013883	-0.061711	0.60799	0.94052	0.95079	1	0.36946	1.5963	0.64295	0.92677	0.11042	0.26376	0.43248	1.876	0.63691	0.92017	0.06065	0.15036
Phatr3_J3311	7	0.064183	0.18405	0.40475	0.90342	0.85397	1	0.27742	0.99973	0.093046	0.71045	0.31744	1	0.51574	1.8107	0.30712	0.81612	0.070186	0.21681	0.55589	1.9525	0.35888	0.82969	0.050885	0.13681
Phatr3_J45584	7	0.044309	0.11261	0.58358	0.93405	0.91034	1	0.22958	0.72513	0.1785	0.77826	0.46837	1	0.33673	1.0297	0.73103	0.94654	0.30316	0.47046	0.48827	1.4997	0.50224	0.88021	0.1337	0.24692
Phatr3_J34555	7	0.014525	0.067919	0.92651	0.99396	0.94585	1	0.036129	0.21397	0.91214	0.99162	0.83057	1	0.23576	1.3643	0.98532	0.99637	0.17247	0.33128	0.33349	1.9381	0.89629	0.98405	0.052607	0.13896
Phatr3_J27447	7	-0.0078953	-0.041149	0.79278	0.97605	0.96718	1	-0.23114	-1.456	0.017753	0.51569	0.1454	1	0.45505	2.7466	0.43228	0.86827	0.0060224	0.12249	0.49041	2.9657	0.49761	0.87791	0.0030198	0.054836
Phatr3_J34098	7	-0.10355	-0.56122	0.064209	0.65634	0.57465	1	0.0062513	0.043004	0.72471	0.9559	0.9657	1	0.011382	0.075781	0.43806	0.86827	0.93959	0.97261	-0.074534	-0.49658	0.25107	0.76996	0.61948	0.73005
Phatr3_J46708	7	-0.033779	-0.18479	0.4961	0.91484	0.85339	1	0.072433	0.49554	0.86105	0.98258	0.62022	1	0.11938	0.78254	0.67628	0.93608	0.4339	0.5958	0.10391	0.68147	0.54089	0.8945	0.49557	0.62091
Phatr3_J54756	7	0.080266	0.30394	0.29221	0.86832	0.76117	1	0.08835	0.42089	0.76622	0.96406	0.67383	1	0.38626	1.7966	0.59836	0.91639	0.072395	0.21994	0.43922	2.0495	0.62065	0.91834	0.040417	0.12226
Phatr3_J49212	7	-0.031161	-0.1577	0.52409	0.91831	0.8747	1	0.1164	0.72738	0.61077	0.94141	0.46699	1	-0.011195	-0.06482	0.39701	0.85591	0.94832	0.9774	0.19956	1.1675	0.75727	0.9556	0.24299	0.37219
Phatr3_J48762	7	-0.11003	-0.59998	0.050384	0.63996	0.54852	1	-0.073624	-0.50895	0.31244	0.84571	0.61079	1	-0.15623	-1.0538	0.19071	0.72824	0.29197	0.45806	-0.13934	-0.94575	0.18226	0.71519	0.34427	0.47805
Phatr3_J45504	7	0.0035631	0.018826	0.93942	0.99412	0.98498	1	-0.015958	-0.10608	0.59657	0.93706	0.91552	1	0.049494	0.31889	0.51581	0.89537	0.74981	0.84739	0.23087	1.498	0.83382	0.96979	0.13413	0.2474
Phatr3_J46032	4	0.0020278	0.0070293	0.89462	0.98981	0.99439	1	0.041669	0.17345	0.96214	0.9967	0.86229	1	0.18018	0.69738	0.94522	0.98833	0.48556	0.64106	0.55257	2.1764	0.43731	0.86269	0.029527	0.10623
Phatr3_J11336	7	-0.08172	-0.51963	0.13811	0.75583	0.60332	1	0.0017499	0.013804	0.69818	0.95165	0.98899	1	-0.015942	-0.12046	0.3886	0.85322	0.90412	0.9511	-0.021871	-0.16566	0.31931	0.80986	0.86842	0.91668
Phatr3_J28056	7	0.052897	0.16339	0.49962	0.9154	0.87021	1	0.06563	0.25278	0.90296	0.99021	0.80044	1	0.60006	2.2576	0.17553	0.71088	0.023974	0.17343	0.60302	2.271	0.27556	0.78398	0.023148	0.09676
Phatr3_J6437	7	-0.048369	-0.23318	0.35781	0.89029	0.81562	1	-0.18647	-1.1356	0.048362	0.65573	0.25614	1	-0.4875	-2.8521	0.021414	0.4138	0.004343	0.10476	-0.52533	-3.0893	0.01884	0.38664	0.0020061	0.04653
Phatr3_EG02606	7	-0.036953	-0.18325	0.46399	0.9071	0.85461	1	-0.096642	-0.61081	0.22894	0.80006	0.54132	1	-0.41792	-2.5832	0.036192	0.50349	0.0097876	0.14403	-0.18768	-1.1695	0.14261	0.67464	0.2422	0.37122
Phatr3_J49439	7	-0.043699	-0.14976	0.39811	0.89909	0.88096	1	0.060623	0.26583	0.93332	0.99233	0.79037	1	0.55556	2.4086	0.23907	0.76508	0.016015	0.16391	0.59612	2.5933	0.28666	0.7902	0.0095062	0.074252
Phatr3_J48799	7	-0.047993	-0.10655	0.36107	0.89066	0.91515	1	0.20784	0.55969	0.23527	0.80228	0.57569	1	0.8514	2.2197	0.018656	0.39343	0.026439	0.17515	1.0143	2.6578	0.0078736	0.27069	0.0078663	0.071183
Phatr3_J50081	7	0.056955	0.11126	0.46398	0.9071	0.91141	1	0.20433	0.50084	0.24493	0.80551	0.61649	1	0.83527	2.0088	0.021698	0.41431	0.044554	0.19201	0.92278	2.224	0.021097	0.40255	0.026149	0.10105
Phatr3_J42546	7	0.093504	0.2903	0.21668	0.81986	0.77159	1	0.2472	0.92877	0.14134	0.75073	0.35301	1	0.49323	1.7548	0.35045	0.83806	0.079295	0.22767	0.49582	1.7551	0.48519	0.87221	0.07925	0.17532
Phatr3_EG01940	7	0.012853	0.048886	0.94662	0.99577	0.96101	1	-0.19291	-0.91959	0.042277	0.65349	0.35779	1	-0.035851	-0.16619	0.35425	0.83837	0.868	0.92734	0.32118	1.5031	0.92946	0.9901	0.13281	0.24594
Phatr3_J42464	7	-0.091615	-0.45982	0.09985	0.71921	0.64564	1	-0.26131	-1.5764	0.0082414	0.37879	0.11494	1	-0.24233	-1.3686	0.1152	0.65489	0.17112	0.32968	-0.051149	-0.29129	0.28002	0.78649	0.77083	0.84802
Phatr3_J50075	7	-0.032256	-0.14912	0.51205	0.91589	0.88146	1	-0.07412	-0.42165	0.31046	0.84516	0.67328	1	0.27912	1.5202	0.89096	0.98337	0.12846	0.28269	0.15417	0.83814	0.64845	0.92347	0.40195	0.53314
